CODICE VEICOLO;TARGA;BRAND;MODELLO;DESCRIZIONE MOD.;ALIMENTAZIONE;CAMBIO;COLORE ESTERNO;COLORE INTERNO;OPTIONAL;PREVISTA CONSEGNA;neopatentati
40794486;;BYD;SEAL 6 DM-I TOURING;BYD SEAL 6 DM-I TOURING 1.5 212cv Touring Comfort SW 5-door (Euro 6E) ;Petrol Plug-In;AUT;Obsidian Black metallizzato;Interni Blue&Black;Vernice metallizzata;25/05/2026;SI
40794490;;BYD;SEAL 6 DM-I TOURING;BYD SEAL 6 DM-I TOURING 1.5 212cv Touring Comfort SW 5-door (Euro 6E) ;Petrol Plug-In;AUT;Obsidian Black metallizzato;Interni Blue&Black;Vernice metallizzata;25/05/2026;SI
40794492;;BYD;SEAL 6 DM-I TOURING;BYD SEAL 6 DM-I TOURING 1.5 212cv Touring Comfort SW 5-door (Euro 6E) ;Petrol Plug-In;AUT;Obsidian Black metallizzato;Interni Blue&Black;Vernice metallizzata;25/05/2026;SI
40794494;;BYD;SEAL 6 DM-I TOURING;BYD SEAL 6 DM-I TOURING 1.5 212cv Touring Comfort SW 5-door (Euro 6E) ;Petrol Plug-In;AUT;Obsidian Black metallizzato;Interni Blue&Black;Vernice metallizzata;30/04/2026;SI
40794514;;BYD;SEAL 6 DM-I TOURING;BYD SEAL 6 DM-I TOURING 1.5 212cv Touring Comfort SW 5-door (Euro 6E) ;Petrol Plug-In;AUT;Atlantis Blue metallizzato;Interni Blue&Black;Vernice metallizzata;30/04/2026;SI
40795024;;DACIA;DUSTER;DACIA DUSTER 1.2 Eco-G 120cv Expression Auto Sport utility vehicle 5-door (Euro 6E) ;LPG;AUT6;Lichen Kaki;Sellerie Denim;Vernice opaca;25/06/2026;ND
40795320;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;31/05/2026;SI
40795994;;FIAT;600;FIAT 600 1.2 Hybrid 110cv Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Bianco Gelato pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Bianco;25/05/2026;ND
40796023;;FIAT;600;FIAT 600 1.2 Hybrid 110cv Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Bianco Gelato pastello;Selleria bicolore intessuto nero Jaquard con monogramma FIAT;Vernice pastello Bianco;25/05/2026;ND
40796489;;FIAT;GRANDE PANDA;FIAT GRANDE PANDA Benzina Business Sport utility vehicle 5-door (Euro 6E) ;Petrol;MAN6;Bianco Gelato pastello;Interni BASE;Vernice pastello Bianco;01/06/2026;SI
40796536;;FIAT;GRANDE PANDA;FIAT GRANDE PANDA Benzina Business Sport utility vehicle 5-door (Euro 6E) ;Petrol;MAN6;Bianco Gelato pastello;Interni BASE;Vernice pastello Bianco;30/04/2026;SI
40796578;;FIAT;GRANDE PANDA;FIAT GRANDE PANDA Benzina Business Sport utility vehicle 5-door (Euro 6E) ;Petrol;MAN6;Bianco Gelato pastello;Interni BASE;Vernice pastello Bianco;01/05/2026;SI
40796669;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Bianco Alfa pastello;Tessuto nero e pelle sintetica Scuba;;16/06/2026;SI
40796672;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Bianco Alfa pastello;Tessuto nero e pelle sintetica Scuba;;17/06/2026;SI
40796676;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Nero Alfa pastello;Tessuto nero e pelle sintetica Scuba;Vernice pastello Nero Alfa;17/06/2026;SI
40796677;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Tonale Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Nero Alfa pastello;Tessuto nero e pelle sintetica Scuba;Vernice pastello Nero Alfa;17/06/2026;SI
40796710;;ALFA ROMEO;TONALE;ALFA ROMEO TONALE 1.6 Diesel 130cv TCT6 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT6;Nero Alfa pastello;Tessuto nero e pelle sintetica Scuba;Vernice pastello Nero Alfa;19/06/2026;SI
40797812;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40797863;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797865;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797873;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797880;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797912;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;17/06/2026;SI
40797922;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;17/06/2026;SI
40797935;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;31/07/2026;SI
40798074;;OMODA;5;OMODA 5 1.6 T-GDI PURE DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER metallizzato;Selleria In Tessuto E Similpelle;Vernice a pagamento;27/04/2026;NO
40798103;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798137;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Phantom GRAY metallizzato;Sedile in ecopelle;Vernice a pagamento;23/03/2026;NO
40798645;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798678;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798679;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798688;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798694;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/03/2026;SI
40798738;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798758;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;27/04/2026;SI
40798770;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;27/04/2026;SI
40798785;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;25/08/2026;SI
40798787;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;25/08/2026;SI
40798830;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Style Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Dark Penta Metal Metallizzato;KIA Tex Essential;Ruotino di scorta,Vernice metallizzata;25/06/2026;NO
40798855;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Style Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Black Pearl Metallizzato;KIA Tex Essential;Ruotino di scorta,Vernice metallizzata;25/06/2026;NO
40798877;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Style Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Lunar Silver Metallizzato;KIA Tex Essential;Ruotino di scorta,Vernice metallizzata;25/06/2026;NO
40798884;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Style Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;27/04/2026;NO
40798888;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Style Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;20/05/2026;NO
40799050;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Pearl Black;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799085;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Newport Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799091;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Newport Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799113;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Newport Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799140;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Dark Metal Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799147;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Dark Metal Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799190;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799199;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799201;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799235;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power N-Connecta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Newport Grey metallic;Tessuto Nero Melange con inserti in pelle sintetica;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799285;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power N-Connecta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Tessuto Nero Melange con inserti in pelle sintetica;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799297;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power N-Connecta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Tessuto Nero Melange con inserti in pelle sintetica;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799353;;NISSAN;QASHQAI;NISSAN QASHQAI 1.3 MHEV 158 N-Connecta CVT Cross over 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT;Pearl Black;Tessuto Nero Melange con inserti in pelle sintetica;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799389;;NISSAN;JUKE;NISSAN JUKE 1.0 DIG-T 114 Acenta Dct Cross over 5-door (Euro 6D) ;Petrol;AUT7;Dark Metallic Grey metallizzato;Tessuto Black;Ruotino di scorta (opzionali singoli e loro combinazioni soggetti a restrizioni, verificare disponibilità),Vernice metallizzata;21/05/2026;SI
40770716;;MERCEDES-BENZ;CLASSE A;MERCEDES-BENZ CLASSE A A 180 d Business Extra Hatchback 5-door (Euro 6E) ;Diesel;AUT8;Grigio montagna metallizzato;ARTICO/tessuto nero;Cristalli laterali posteriori e lunotto oscurati,Display completamente digitale sulla plancia,Vernice metallizzata;18/05/2026;SI
40770743;;MERCEDES-BENZ;CLASSE A;MERCEDES-BENZ CLASSE A A 180 d Business Extra Hatchback 5-door (Euro 6E) ;Diesel;AUT8;Bianco Polare pastello;ARTICO/tessuto nero;Cristalli laterali posteriori e lunotto oscurati,Display completamente digitale sulla plancia,Vernice pastello;18/05/2026;SI
40778050;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Kristall Silber metallizzato;Tessuto Comfort nero;Kit riparazione,Vernice Metallizzata;25/05/2026;SI
40778054;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Kristall Silber metallizzato;Tessuto Comfort nero;Kit riparazione,Vernice Metallizzata;12/06/2026;SI
40778055;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Kristall Silber metallizzato;Tessuto Comfort nero;Kit riparazione,Vernice Metallizzata;12/06/2026;SI
40778069;;OPEL;GRANDLAND;OPEL GRANDLAND Hybrid 145cv EDCT Edition Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Arktis White pastello;Tessuto Comfort nero;Kit riparazione,Vernice Pastello;12/06/2026;SI
40779082;;PEUGEOT;5008;PEUGEOT 5008 Hybrid 145 e-DCS6 Allure Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Titanio metallizzato;Tessuto in rilievo Crispy, TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit di emergenza pneumatico,Tinte metallizzate;01/06/2026;SI
40779084;;PEUGEOT;5008;PEUGEOT 5008 Hybrid 145 e-DCS6 Allure Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Titanio metallizzato;Tessuto in rilievo Crispy, TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit di emergenza pneumatico,Tinte metallizzate;01/06/2026;SI
40779101;;PEUGEOT;5008;PEUGEOT 5008 Hybrid 145 e-DCS6 Allure Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Titanio metallizzato;Tessuto in rilievo Crispy, TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit di emergenza pneumatico,Tinte metallizzate;01/06/2026;SI
40779113;HC997NK;PEUGEOT;5008;PEUGEOT 5008 Hybrid 145 e-DCS6 Allure Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Titanio metallizzato;Tessuto in rilievo Crispy, TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit di emergenza pneumatico,Tinte metallizzate;02/03/2026;SI
40779121;HC014NL;PEUGEOT;5008;PEUGEOT 5008 Hybrid 145 e-DCS6 Allure Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Titanio metallizzato;Tessuto in rilievo Crispy, TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit di emergenza pneumatico,Tinte metallizzate;02/03/2026;SI
40779130;;PEUGEOT;5008;PEUGEOT 5008 Hybrid 145 e-DCS6 Allure Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Titanio metallizzato;Tessuto in rilievo Crispy, TEP Isabella, dettagli in tessuto RIMINI, cuciture Quartz Grey;Kit di emergenza pneumatico,Tinte metallizzate;01/06/2026;SI
40447553;HC159JR;VOLKSWAGEN;TIGUAN;VOLKSWAGEN TIGUAN 2.0 TDI 110KW SCR Edition Plus DSG Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT7;Dolomite Silver Metall.;Tessuto Life grey Melange Soul;Ruota di scorta di dimensioni ridotte con attrezzi di bordo e martinetto;14/07/2025;NO
40745575;;OPEL;MOVANO;OPEL MOVANO 2.2 BlueHDi 140 S&S 35 L2H2 Furgone 4-door (Euro 6E) ;Diesel;MAN6;Bianco Icy pastello;"Tessuto ""Crepe"" nero";"EASY DRIVING,NEW PACK CARGO L2-L3,PACK TECHNO 7"",Paratia vano di carico con oblò vetrato,Telecamera posteriore";18/05/2026;ND
40745694;;OPEL;MOVANO;OPEL MOVANO 2.2 BlueHDi 140 S&S 35 L2H2 Furgone 4-door (Euro 6E) ;Diesel;MAN6;Bianco Icy pastello;"Tessuto ""Crepe"" nero";"EASY DRIVING,NEW PACK CARGO L2-L3,PACK TECHNO 7"",Paratia vano di carico con oblò vetrato,Telecamera posteriore";12/06/2026;ND
40749560;HB044ET;BMW;SERIE 3;BMW SERIE 3 330e Touring auto SW 5-door (Euro 6E) ;Petrol Plug-In;AUT8;Black Sapphire metallizzato;Stoffa Hevelius antracite/black;Active cruise control con funzione Stop&Go,Supporto lombare elettrico,Tyre Repair Kit,Vernice metallizzata,Vetri posteriori laterali e lunotto oscurati;31/10/2025;NO
40798086;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798104;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798109;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798124;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Khaki WHITE & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798131;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Phantom GRAY metallizzato;Sedile in ecopelle;Vernice a pagamento;23/03/2026;NO
40798638;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798642;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798663;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798675;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798677;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798682;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798684;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798685;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40799052;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Pearl Black;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799060;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Pearl Black;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799080;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Newport Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799096;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Newport Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799114;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Newport Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799146;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Dark Metal Grey metallic;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799179;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799183;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power Acenta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Monoform Tessuto nero;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
40799265;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power N-Connecta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Dark Metal Grey metallic;Tessuto Nero Melange con inserti in pelle sintetica;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice metallizzata;21/05/2026;NO
40799270;;NISSAN;QASHQAI;NISSAN QASHQAI 1.5 HEV e-Power N-Connecta Auto Cross over 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;White Pearl;Tessuto Nero Melange con inserti in pelle sintetica;Ruotino di scorta (per opzionali singoli e loro combinazioni verificare la disponibilità),Vernice perlata;21/05/2026;NO
