CODICE VEICOLO;TARGA;BRAND;MODELLO;DESCRIZIONE MOD.;ALIMENTAZIONE;CAMBIO;COLORE ESTERNO;COLORE INTERNO;OPTIONAL;PREVISTA CONSEGNA;neopatentati
40819173;;MERCEDES-BENZ;GLC COUPÈ;MERCEDES-BENZ GLC COUPÈ GLC 200d MHEV 4Matic Advanced Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT9;Grigio Grafite metallizzato;Similpelle Artico nero;Cielo in tessuto nero,Sistema di assistenza attivo alla regolazione della distanza Distronic,Vernice metallizzata;16/07/2026;NO
40819177;;MERCEDES-BENZ;GLC COUPÈ;MERCEDES-BENZ GLC COUPÈ GLC 200d MHEV 4Matic Advanced Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT9;Grigio Grafite metallizzato;Similpelle Artico nero;Cielo in tessuto nero,Sistema di assistenza attivo alla regolazione della distanza Distronic,Vernice metallizzata;16/07/2026;NO
40819179;;MERCEDES-BENZ;GLC COUPÈ;MERCEDES-BENZ GLC COUPÈ GLC 200d MHEV 4Matic Advanced Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT9;Bianco Polare pastello;Similpelle Artico nero;Cielo in tessuto nero,Sistema di assistenza attivo alla regolazione della distanza Distronic,Vernice Bianco Polare;16/07/2026;NO
40819181;;MERCEDES-BENZ;GLC COUPÈ;MERCEDES-BENZ GLC COUPÈ GLC 200d MHEV 4Matic Advanced Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT9;Bianco Polare pastello;Similpelle Artico nero;Cielo in tessuto nero,Sistema di assistenza attivo alla regolazione della distanza Distronic,Vernice Bianco Polare;16/07/2026;NO
40819185;;MERCEDES-BENZ;GLC COUPÈ;MERCEDES-BENZ GLC COUPÈ GLC 200d MHEV 4Matic Advanced Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT9;Bianco Polare pastello;Similpelle Artico nero;Cielo in tessuto nero,Sistema di assistenza attivo alla regolazione della distanza Distronic,Vernice Bianco Polare;16/07/2026;NO
40797577;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/09/2026;NO
40797646;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;25/09/2026;NO
40797650;;KIA;SPORTAGE;KIA SPORTAGE 1.6 T-GDi HEV AT6 Business Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT6;Deluxe White Perlato;KIA Tex Essential;Vernice perlata;25/09/2026;NO
40797704;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;08/06/2026;SI
40797723;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;08/06/2026;SI
40797813;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40797860;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/07/2026;SI
40797910;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;17/06/2026;SI
40797913;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;17/06/2026;SI
40797950;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;31/07/2026;SI
40798019;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;27/07/2026;SI
40806090;;BMW;X3;BMW X3 xDrive 30e Sport utility vehicle 5-door (Euro 6E) ;Petrol Plug-In;AUT8;Mineral White (metallizzato);Interni in Econeer Vivid Grey bicolour;Vernici Metallizzate,Vetri posteriori laterali e lunotto oscurati;25/05/2026;NO
40806102;;BMW;X5;BMW X5 xDrive 30d autom. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT8;Skyscraper Grey metallic metallizzato;Sensafin Black;"Cerchi in lega da 21"" a Y, styling 744,Innovation Package,Vernice metallizzata,Vetri posteriori e lunotto oscurati";25/06/2026;NO
40806112;;BMW;X5;BMW X5 xDrive 30d autom. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT8;Mineral White metallizzato;Sensafin Black;"Cerchi in lega da 21"" a Y, styling 744,Innovation Package,Vernice metallizzata,Vetri posteriori e lunotto oscurati";25/05/2026;NO
40806188;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;14/07/2026;NO
40806191;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;14/07/2026;NO
40806197;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;14/07/2026;NO
40806206;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic Business Adv. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Verniciatura completa,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;14/07/2026;NO
40806360;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Grigio Tambora metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato Grigio Tambora,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;14/07/2026;NO
40806386;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Nero Mythos metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;14/07/2026;NO
40806389;;AUDI;Q5 SPORTBACK;AUDI Q5 SPORTBACK TDI 150kW quattro S tronic S Line Ed. Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Nero Mythos metallizzato;Tessuto Passage nero;Colore carrozzeria metallizzato,Vetri oscurati per lunotto, cristalli delle portiere posteriori e laterali posteriori;14/07/2026;NO
40806424;;VOLKSWAGEN;TIGUAN;VOLKSWAGEN TIGUAN 2.0 TDI 110KW SCR Edition Plus DSG Sport utility vehicle 5-door (Euro 6E) ;Diesel;AUT7;Dolphin Grey Metall.;Tessuto Life grey Melange Soul;Ruota di scorta di dimensioni ridotte con attrezzi di bordo e martinetto;27/05/2026;NO
40817139;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Junior Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Nero Tortona pastello;Tessuto ICONA nero e blu;Vernice pastello Nero Tortona;06/07/2026;SI
40817180;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817188;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817189;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817190;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817194;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817210;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817211;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817219;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817225;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Onyx Black pastello;Sedile bi-colore Jacquard;Vernice pastello Onyx Black;29/06/2026;SI
40817244;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Junior Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Bianco Sempione pastello;Tessuto ICONA nero e blu;;06/07/2026;SI
40817251;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Junior Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Bianco Sempione pastello;Tessuto ICONA nero e blu;;06/07/2026;SI
40817269;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Ice White pastello;Sedile bi-colore Jacquard;Vernice pastello Ice White;29/06/2026;SI
40817291;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Ocean Green metallizzato;Sedile bi-colore Jacquard;Vernice Ocean Green metallizzato;29/06/2026;SI
40819323;;MERCEDES-BENZ;GLA;MERCEDES-BENZ GLA GLA 200 d 4M Advanced Cross over 5-door (Euro 6E) ;Diesel;AUT8;Grigio montagna metallizzato;ARTICO/tessuto nero;Display completamente digitale sulla plancia,Vernice metallizzata;22/06/2026;NO
40819325;;MERCEDES-BENZ;GLA;MERCEDES-BENZ GLA GLA 200 d 4M Advanced Cross over 5-door (Euro 6E) ;Diesel;AUT8;Nero cosmo metallizzato;ARTICO/tessuto nero;Display completamente digitale sulla plancia,Vernice metallizzata;15/06/2026;NO
40819329;;MERCEDES-BENZ;GLA;MERCEDES-BENZ GLA GLA 200 d 4M Advanced Cross over 5-door (Euro 6E) ;Diesel;AUT8;Nero cosmo metallizzato;ARTICO/tessuto nero;Display completamente digitale sulla plancia,Vernice metallizzata;15/06/2026;NO
40819332;;MERCEDES-BENZ;GLA;MERCEDES-BENZ GLA GLA 200 d 4M Advanced Cross over 5-door (Euro 6E) ;Diesel;AUT8;Nero cosmo metallizzato;ARTICO/tessuto nero;Display completamente digitale sulla plancia,Vernice metallizzata;16/06/2026;NO
40819334;;MERCEDES-BENZ;GLA;MERCEDES-BENZ GLA GLA 200 d 4M Advanced Cross over 5-door (Euro 6E) ;Diesel;AUT8;Nero cosmo metallizzato;ARTICO/tessuto nero;Display completamente digitale sulla plancia,Vernice metallizzata;15/06/2026;NO
40819358;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico Max Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Okénite White metallizzato;Ambiente Metropolitan Premium - tessuto/TEP blu;Kit riparazione pneumatici,Tetto a contrasto Black,Vernice metallizzata;06/07/2026;SI
40819364;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico Max Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Metropolitan Premium - tessuto/TEP blu;Kit riparazione pneumatici,Tetto a contrasto Black,Vernice metallizzata;06/07/2026;SI
40819376;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico Max Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Metropolitan Premium - tessuto/TEP blu;Kit riparazione pneumatici,Tetto a contrasto Black,Vernice metallizzata;06/07/2026;SI
40819379;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico Max Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Metropolitan Premium - tessuto/TEP blu;Kit riparazione pneumatici,Tetto a contrasto Black,Vernice metallizzata;06/07/2026;SI
40819380;;CITROËN;C5 AIRCROSS;CITROËN C5 AIRCROSS Hybrid 145 cv Automatico Max Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Platinium Grey metallizzato;Ambiente Metropolitan Premium - tessuto/TEP blu;Kit riparazione pneumatici,Tetto a contrasto Black,Vernice metallizzata;06/07/2026;SI
40819381;;LAND ROVER;RANGE ROVER EVOQUE;LAND ROVER RANGE ROVER EVOQUE 2.0 D165 MHEV Dynamic SE AWD auto Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT9;Fuji White pastello;Pelle martellata Ebony;"Cerchi in lega da 19"" a 5 razze doppie con rifinitura gloss black style 5136,Fari fendinebbia anteriori,Tetto a contrasto Black,Tyre repair system,Vetri oscurati";06/07/2026;NO
40819408;;MERCEDES-BENZ;GLA;MERCEDES-BENZ GLA GLA 200 d Edition AMG Line Cross over 5-door (Euro 6E) ;Diesel;AUT8;Grigio Alpi MANUFAKTUR;ARTICO/microfibra MICROCUT nero;Pacchetto Keyless-Go,Pacchetto integrazione per smartphone Apple™ o Android™,Vernice metallizzata Grigio alpi MANUFAKTUR;05/06/2026;NO
40798022;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Business Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Cassa White Solido;KIA Tex Essential;Vernice Cassa White;27/07/2026;SI
40798079;;OMODA;5;OMODA 5 1.6 T-GDI PURE DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER metallizzato;Selleria In Tessuto E Similpelle;Vernice a pagamento;27/04/2026;NO
40798100;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Aviation SILVER & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798116;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Khaki WHITE & BLACK roof;Sedile in ecopelle;Vernice bi-colore;23/03/2026;NO
40798133;;OMODA;5;OMODA 5 1.6 T-GDI PREMIUM DCT Sport utility vehicle 5-door (Euro 6E) ;Petrol;AUT7;Phantom GRAY metallizzato;Sedile in ecopelle;Vernice a pagamento;23/03/2026;NO
40798646;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;27/04/2026;SI
40798664;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798676;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798687;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Dark Penta Metal Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798711;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Black Pearl Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40798726;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;16/03/2026;SI
40798729;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;16/03/2026;SI
40798747;;KIA;SPORTAGE;KIA SPORTAGE 1.6 CRDi MHEV DCT7 Style Sport utility vehicle 5-door (Euro 6E) ;Diesel Mild Hybrid;AUT7;Lunar Silver Metallizzato;KIA Tex Essential;Vernice metallizzata;25/08/2026;SI
40810147;;TOYOTA;C-HR;TOYOTA C-HR 1.8 HV E-CVT Active Sport utility vehicle 5-door (Euro 6D) ;Petrol Full Hybrid;AUT;Dark Grey metallizzato;Interni in tessuto sostenibile;Vernice Met.;12/08/2026;SI
40810157;;TOYOTA;C-HR;TOYOTA C-HR 1.8 HV E-CVT Active Sport utility vehicle 5-door (Euro 6D) ;Petrol Full Hybrid;AUT;Dark Grey metallizzato;Interni in tessuto sostenibile;Vernice Met.;12/08/2026;SI
40810242;;TOYOTA;C-HR;TOYOTA C-HR 2.0 HV E-CVT Trend Sport utility vehicle 5-door (Euro 6D) ;Petrol Full Hybrid;AUT;Dark Grey metallizzato mono-tone;Interni in tessuto scuro;Vernice Met.;12/08/2026;NO
40810625;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;25/06/2026;SI
40810646;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;25/06/2026;SI
40810649;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;06/06/2026;SI
40810654;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;25/06/2026;SI
40810661;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;06/06/2026;SI
40810663;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;06/06/2026;SI
40810674;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;25/06/2026;SI
40810675;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;25/06/2026;SI
40810679;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;06/06/2026;SI
40810689;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;25/06/2026;SI
40810697;;MG;ZS HYBRID+;MG ZS HYBRID+ 1.5 Hybrid+ Luxury Sport utility vehicle 5-door (Euro 6E) ;Petrol Full Hybrid;AUT;Hampstead Grey Metallic;Sedili in similpelle;Vernice Metallizzata;25/06/2026;SI
40817292;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Ocean Green metallizzato;Sedile bi-colore Jacquard;Vernice Ocean Green metallizzato;29/06/2026;SI
40817294;;FIAT;500;FIAT 500 Hybrid Icon Hatchback 3-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Ocean Green metallizzato;Sedile bi-colore Jacquard;Vernice Ocean Green metallizzato;29/06/2026;SI
40817326;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Junior Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Arese metallizzato;Tessuto ICONA nero e blu;Vernice metallizzata Grigio Arese;06/07/2026;SI
40817339;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Sprint Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Nero Tortona pastello;Tessuto ICONA nero e blu;Vernice pastello Nero Tortona;06/07/2026;SI
40817341;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Sprint Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Nero Tortona pastello;Tessuto ICONA nero e blu;Vernice pastello Nero Tortona;06/07/2026;SI
40817352;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Sprint Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Bianco Sempione pastello;Tessuto ICONA nero e blu;;06/07/2026;SI
40817371;;ALFA ROMEO;JUNIOR;ALFA ROMEO JUNIOR 1.2 145CV Hybrid eDCT6 ibrida Sprint Sport utility vehicle 5-door (Euro 6E) ;Petrol Mild Hybrid;AUT6;Grigio Arese metallizzato/tetto nero;Tessuto ICONA nero e blu;1 porta USB-C posteriori,Fari Full LED Matrix,Impianto audio 6 altoparlanti,Intelligent Adaptive Cruise Control con Start&Stop,Lane centering e Traffic Jam Assist,Pack Techno,Passive Entry,Portellone elettrico con funzione Hands free,Sensori di parcheggio anteriori, posteriori e laterali,Specchi Retrovisori Esterni ripiegabili elettricamente riscaldati + Blid Spot Monitoring,Specchio retrovisore interno elettrocromico,Telecamera posteriore con griglie dinamiche,Tetto Bi-Colore,Vernice metallizzata Grigio Arese con tetto nero,Wireless Charging Pad;06/07/2026;SI
40817398;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;28/05/2026;SI
40817407;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;28/05/2026;SI
40817416;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;21/07/2026;SI
40817428;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;28/05/2026;SI
40817440;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;Petrol Mild Hybrid;MAN6;Nero Cinema pastello;Tessuto Nero;Kit 5 posti,Nero Cinema pastello,Ruotino di scorta;05/06/2026;SI
40819412;;MERCEDES-BENZ;GLA;MERCEDES-BENZ GLA GLA 200 d Edition AMG Line Cross over 5-door (Euro 6E) ;Diesel;AUT8;Grigio Alpi MANUFAKTUR;ARTICO/microfibra MICROCUT nero;Pacchetto Keyless-Go,Pacchetto integrazione per smartphone Apple™ o Android™,Vernice metallizzata Grigio alpi MANUFAKTUR;05/06/2026;NO
