"vehicleid","licenseplate","makename","modelname","description","segmento_mercato","alimentazione_fuel_code","transmission","external_color","optional","prezzo_listino","estimateddeliverydate"
"CODICE VEICOLO","TARGA","MARCA","MODELLO","DESCRIZIONE MODELLO","SEGMENTO","ALIMENTAZIONE","CAMBIO","COLORE ESTERNO","OPTIONAL","PREZZO LISTINO","PREVISTA CONSEGNA"
