vehicleid;licenseplate;makename;modelname;description;segmento_mercato;alimentazione_fuel_code;transmission;external_color;optional;prezzo_listino;estimateddeliverydate
CODICE VEICOLO;TARGA;MARCA;MODELLO;DESCRIZIONE_MODELLO;SEGMENTO;ALIMENTAZIONE;CAMBIO;COLORE_ESTERNO;OPTIONAL;PREZZO_LISTINO;PREVISTA_CONSEGNA
